323185.644452 118.541653 18.086888 
60894.517103 22.413927 22.347649 
224004.688407 113.468815 19.294064 
28602.205970 70.459295 17.933317 
328892.075362 113.659946 12.996973 
472980.854141 112.493255 22.227774 
350119.572011 12.085442 20.421917 
305901.259189 119.014930 15.597774 
63217.881169 84.569086 20.733371 
144483.421412 106.588125 18.026218 
52493.624609 -18.280031 12.140335 
451794.789443 125.661155 5.520490 
306210.686428 23.453820 19.922052 
491018.427752 94.807239 23.584062 
380912.544349 -23.573859 28.860371 
252108.824602 96.723630 21.536819 
255477.888938 -1.099338 41.287124 
79802.550340 77.571001 21.832475 
294404.951118 119.115484 19.612415 
307801.849045 -52.637041 4.865661 
214782.732951 30.172120 24.606566 
488132.377995 90.532438 47.541267 
157424.900049 74.228402 43.185385 
143008.252051 44.322977 24.327170 
491481.734471 104.618213 22.827515 
364362.125200 21.676516 41.511240 
152295.202443 49.979287 11.706240 
392006.246628 108.693933 8.768269 
342605.143012 -6.011239 10.295883 
376712.703530 -25.629587 13.161695 
111177.748985 82.790917 24.260687 
285004.922886 -8.153811 8.396641 
146496.800996 31.726142 13.041788 
160802.678674 44.932654 17.349376 
475600.184266 122.854029 5.390570 
221894.719039 85.064717 14.826518 
422380.837422 48.173668 36.226192 
199508.041059 57.148988 24.985598 
102688.472671 76.977597 14.393302 
339007.601653 77.404974 21.781113 
145092.251686 93.174858 12.521721 
292883.264391 40.123692 17.341886 
86798.617557 59.298659 11.032902 
298905.295793 71.114575 14.717297 
27210.438765 14.544093 14.008795 
7892.197475 44.574820 25.021927 
96509.903742 53.509577 22.295235 
3311.839204 -5.326048 18.276394 
130567.677068 34.204853 33.066471 
34308.891459 49.598211 33.482152 
52076.502673 -50.077097 30.938244 
34693.443584 69.391784 33.105701 
164800.923460 84.010759 28.471202 
45989.619163 69.808641 27.342314 
279270.285307 88.731615 38.321836 
315807.542334 -36.803272 8.778351 
429489.172662 -37.070824 12.995043 
244996.056290 26.106543 8.161410 
496495.376694 89.499889 13.075449 
55677.986152 59.005906 25.532607 
101976.021038 54.356117 31.559523 
472901.641175 117.352535 7.115611 
109495.716484 -50.002688 14.880646 
206374.652988 64.863255 33.881381 
121399.444394 -15.194201 18.868632 
64001.826595 31.153020 17.411944 
257495.921167 67.208599 24.640641 
247722.707173 5.558655 27.322825 
138798.619679 125.533208 5.304132 
400218.028127 -65.192401 21.982359 
261303.396828 -4.500219 8.679053 
210393.801204 57.091267 20.670483 
219676.446829 43.066665 28.555743 
287290.136266 -29.417241 12.810649 
295913.576178 75.937165 28.743858 
2006.473367 21.364350 22.925948 
410802.955854 76.706138 14.863250 
67105.999103 78.744483 11.100761 
413789.897924 -88.488751 18.962029 
460486.833500 107.679176 15.876764 
171899.148870 14.060495 12.333024 
120585.187349 27.421252 32.383126 
209615.094384 62.176189 18.895596 
147002.766950 70.780245 20.794890 
235106.571330 24.570736 9.418144 
74289.404776 -12.498737 15.821447 
407693.743914 93.719246 30.439671 
351597.004651 49.818198 6.878474 
204990.254638 -34.958516 13.535069 
24298.587034 55.253993 37.661443 
54590.660145 111.605189 14.832661 
28199.027393 43.880981 9.940814 
277311.230147 48.583447 27.325470 
130405.534895 102.152597 6.782853 
280817.340140 17.262334 17.942062 
385697.893388 120.588694 10.238160 
291498.605411 108.195207 21.652083 
391800.815796 77.141403 15.266566 
257093.518473 32.582597 11.093072 
282889.138434 -68.127952 11.646517 
165401.460223 -0.471698 15.260735 
253296.877883 92.612527 13.783956 
451714.480268 116.685331 14.743670 
133418.915040 53.218287 30.615567 
366602.654967 100.668153 6.035406 
98432.009307 5.829048 33.237564 
428694.171165 -12.370195 30.452108 
102997.296208 -11.665342 11.985545 
323423.956622 111.539583 27.302634 
127082.662380 31.497436 28.995939 
15385.238231 116.181957 20.579717 
314817.203717 68.340496 34.278819 
419103.948031 40.214072 16.718947 
98230.631456 -7.719855 35.423108 
289815.204358 10.404814 19.889194 
376098.793888 75.435502 28.312355 
482618.612694 98.823835 24.097693 
320994.677476 -23.951046 7.935805 
274279.232595 83.380355 27.363247 
94400.103063 71.088507 18.895198 
492586.386408 39.201939 17.389967 
25698.406878 -4.069409 26.451252 
